271.2,2010-02-23
271.2,2018-02-12
271.2,2012-05-30
451.99999999999994,2017-05-09
90.39999999999999,2016-09-24
451.99999999999994,2016-09-02
361.59999999999997,2013-07-21
451.99999999999994,2010-11-26
361.59999999999997,2012-05-07
361.59999999999997,2012-03-28
180.79999999999998,2010-09-14
90.39999999999999,2010-02-14
180.79999999999998,2012-12-16
180.79999999999998,2014-06-26
361.59999999999997,2015-06-25
361.59999999999997,2013-04-12
271.2,2013-07-19
180.79999999999998,2013-06-25
361.59999999999997,2014-04-27
361.59999999999997,2013-12-18
451.99999999999994,2016-01-03
90.39999999999999,2017-09-24
90.39999999999999,2016-03-09
180.79999999999998,2015-02-13
271.2,2016-06-08
451.99999999999994,2012-10-18
90.39999999999999,2011-03-23
451.99999999999994,2014-04-11
361.59999999999997,2018-08-10
180.79999999999998,2018-10-19
361.59999999999997,2012-02-11
90.39999999999999,2014-05-09
451.99999999999994,2016-11-01
180.79999999999998,2018-03-27
361.59999999999997,2016-06-12
180.79999999999998,2014-10-19
271.2,2010-05-17
180.79999999999998,2018-07-22
361.59999999999997,2010-02-16
90.39999999999999,2013-11-19
180.79999999999998,2017-01-14
451.99999999999994,2016-03-22
361.59999999999997,2018-09-19
180.79999999999998,2016-03-02
271.2,2017-08-10
90.39999999999999,2018-11-19
180.79999999999998,2010-11-29
451.99999999999994,2012-10-27
361.59999999999997,2016-04-16
90.39999999999999,2016-09-22
271.2,2015-01-14
90.39999999999999,2013-07-14
361.59999999999997,2016-03-24
180.79999999999998,2017-02-09
361.59999999999997,2015-10-15
271.2,2015-09-09
180.79999999999998,2013-11-27
361.59999999999997,2015-08-12
451.99999999999994,2011-02-21
180.79999999999998,2011-07-05
271.2,2016-10-09
271.2,2016-01-07
271.2,2012-05-04
361.59999999999997,2017-05-23
90.39999999999999,2012-05-16
361.59999999999997,2013-06-10
361.59999999999997,2016-03-11
271.2,2012-10-26
451.99999999999994,2012-01-17
271.2,2012-04-21
90.39999999999999,2016-09-05
271.2,2011-06-01
90.39999999999999,2011-01-08
451.99999999999994,2012-09-04
90.39999999999999,2013-01-26
180.79999999999998,2012-10-13
451.99999999999994,2012-10-19
271.2,2013-02-23
361.59999999999997,2017-11-01
180.79999999999998,2016-06-24
361.59999999999997,2011-04-15
271.2,2018-07-26
90.39999999999999,2014-02-20
451.99999999999994,2013-09-29
361.59999999999997,2013-11-10
180.79999999999998,2010-06-16
271.2,2010-11-21
451.99999999999994,2010-01-27
90.39999999999999,2011-06-26
451.99999999999994,2017-07-22
90.39999999999999,2013-06-02
90.39999999999999,2013-03-03
451.99999999999994,2017-04-07
361.59999999999997,2011-02-05
90.39999999999999,2018-01-26
180.79999999999998,2017-07-21
180.79999999999998,2014-09-16
271.2,2012-06-07
180.79999999999998,2017-10-03
271.2,2015-09-26
361.59999999999997,2012-03-02
271.2,2014-04-15
271.2,2017-07-03
271.2,2014-10-03
361.59999999999997,2011-03-16
90.39999999999999,2016-08-19
180.79999999999998,2014-03-16
90.39999999999999,2018-07-19
451.99999999999994,2013-10-22
180.79999999999998,2012-04-10
361.59999999999997,2016-03-19
451.99999999999994,2015-10-21
271.2,2014-07-16
90.39999999999999,2013-09-01
361.59999999999997,2012-10-15
90.39999999999999,2011-07-20
361.59999999999997,2016-03-20
451.99999999999994,2013-04-29
271.2,2010-01-05
90.39999999999999,2013-01-18
361.59999999999997,2015-06-24
90.39999999999999,2016-10-25
90.39999999999999,2015-08-14
90.39999999999999,2017-07-17
361.59999999999997,2012-10-04
180.79999999999998,2013-11-22
90.39999999999999,2018-08-12
451.99999999999994,2013-12-03
90.39999999999999,2011-12-20
361.59999999999997,2013-02-21
90.39999999999999,2015-06-21
361.59999999999997,2013-11-30
361.59999999999997,2016-07-13
90.39999999999999,2018-10-07
361.59999999999997,2015-07-01
361.59999999999997,2012-07-16
451.99999999999994,2013-05-10
90.39999999999999,2018-11-13
361.59999999999997,2015-11-06
271.2,2014-05-27
